Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
MIST_ONLY,ROUND_ROBIN,300,52326.1777,2.7793,323.8121,0.0172,21000,16638,120,3689,0,553,0,0,0,0,0,20940,16698,2828.965333333152,0.0,2828.965333333152,81932.00000003612,0.0,0.0,274.50717366787194,42.4546,0,0,42.9263,26.4011,0.0874,0,0,0,0,26.4011,0.088,0,33.6256,99.5545,-1.0,[99.5944401185185- 99.77197345185185- 99.79228349629628- 97.73284177777778- 99.47985339259259- 99.75708675555556- 99.6973090962963- 99.49041641481482- 98.44011318518518- 99.60872900740739- 99.7256997925926- 99.59604651851852- 99.77402542222222- 98.39291365925925- 99.3772448- 99.52544977777777- 98.30713333333333- 99.82784420740741- 99.3967997037037- 99.88393197037037- 99.32845736296295- 99.54470198518517- 99.8711453037037- 99.31314014814816- 98.43073517037037- 98.25689736296296- 98.24898228148147- 99.65476367407406- 99.14042026666667- 99.39175573333334- 97.91075579259258- 99.51004586666666- 99.7158600888889- 98.10920319999998- 99.74710405925927- 99.68082565925926- 99.55182091851852- 99.81931774814815- 99.8613298962963- 99.71242512592592- 98.2372039111111- 99.43886791111112- 98.35703182222221- 99.85220438518519- 99.74349517037037- 99.83493902222222- 99.48788497777777- 99.7588672- 99.53189291851851- 98.00282062222222- 99.67361351111111- 98.44954275555554- 99.49681961481481- 99.76473754074074- 99.62897037037035- 99.80025214814813- 97.78409694814815- 99.6727668148148- 99.87786394074074- 99.54714797037036- 99.39780811851853- 99.75484965925926- 99.83328580740742- 99.60616213333333- 98.61427863703702- 99.83536722962961- 99.92638808888888- 99.87579816296297- 99.60300438518519- 99.5306580148148- 99.88520082962964- 99.93814684444445- 99.7557287111111- 99.72013653333333- 99.54171934814815- 98.5019826962963- 99.59493878518519- 99.6235767111111- 99.47927205925926- 99.80491940740743- 97.94354577777776- 99.8805229037037- 99.58953647407407- 99.58694779259258- 98.16852237037037- 99.5907394962963- 98.19325416296296- 99.43705025185186- 99.76721374814815- 99.66653611851851- 99.91818608684711- 99.98405990510084- 99.94219643049715- 99.93422705704735- 99.75097415435494- 99.8935480247313- 99.73014801035264- 99.90518171034185- 99.52254372011934- 99.90348974621662- 99.89195985657285- 99.98453305294942- 99.78300891477049- 99.67643067687551- 99.70671124051908- 99.92589619504655- 99.79792632733025- 99.74927297889933- 99.92727340127252- 99.95703273841619- 99.88006623171214- 99.79875287573242- 99.92933898594485- 99.83898122685935- 99.96956890973794- 99.75784108882418- 99.76016436608073- 99.90860517991301- 99.87038444947697- 99.69611731190913- 99.6127581419174- 99.85508353103995- 99.90444929724288- 99.92425433157194- 99.88545081598907- 99.62528712390811- 99.89456846040476- 99.90100515834501- 99.84940732952299- 99.80145224486863- 99.89397152126244- 99.95926143103635- 99.90426417196879- 99.98453305294942- 99.92644213487185- 99.91452581868508- 99.92528195657643- 99.9502356752579- 99.9118293702146- 99.95266207448148- 99.87284117869083- 99.90485953844495- 99.70905788310148- 99.92483824005177- 99.96704927387758- 99.9471759409037- 99.93967454797082- 99.72909095402423- 99.96736560444302- 99.7886826449549],[]
MIST_ONLY,ROUND_ROBIN,400,67113.8479,2.6664,56.0483,0.0022,28000,22232,0,5091,0,677,0,0,0,0,0,28000,22232,3835.630666665862,0.0,3835.630666665862,113492.60000006514,0.0,0.0,274.1295598667137,42.9772,0,0,43.3354,36.2744,0.0902,0,0,0,0,36.2744,0.0907,0,33.6293,99.5885,-1.0,[98.35783514074073- 99.75162334814814- 99.75566133333332- 99.56615626666667- 98.23447502222223- 99.8159570962963- 99.89841884444445- 99.72347804444445- 99.59640053333334- 99.76010885925926- 99.47078174814814- 99.76388177777778- 98.34366364444445- 99.41084207407407- 99.85593617777778- 99.45636568888888- 99.31391105185185- 99.7195109925926- 99.6575963851852- 99.69529783703705- 99.82959075555556- 99.77463952592592- 98.35966802962963- 98.3736589037037- 98.21755371851853- 99.42909522962961- 99.67772468148148- 99.80022915555556- 99.83034133333334- 99.69181327407408- 99.85487958518519- 99.57899164444444- 99.66350595555555- 99.85376817777777- 99.48603288888889- 99.63222773333332- 99.81194245925926- 99.23759988148147- 99.83090814814814- 99.7624370962963- 99.58917789629629- 99.81590625185186- 99.75280687407407- 99.51763389629629- 99.74565552592591- 98.42415306666668- 99.83387774814815- 97.87326234074074- 99.71380201481482- 98.26749594074073- 99.68742945185184- 99.5254946962963- 99.48382637037037- 98.2260619259259- 99.70864758518519- 99.83489268148148- 99.61292776296295- 99.63434180740741- 98.36996906666667- 99.66385439999999- 99.62074441481481- 99.67177019259259- 99.79942032592594- 99.72859223703703- 99.61376811851852- 99.30969848888887- 99.6023684148148- 99.79596106666665- 99.76356337777779- 99.62852764444445- 98.58581789629629- 99.721552- 99.51575911111111- 99.50033481481482- 99.63890417777777- 99.75618637037037- 98.25916675555555- 99.77047454814816- 99.61757534814815- 99.51159798518518- 98.09878814814813- 99.68613825185184- 99.68355117037038- 98.39121949629629- 99.66674500740741- 99.6573808- 99.47027757037036- 99.69444047407409- 99.77940278518518- 99.73450577777777- 99.4632625185185- 99.66978020740741- 97.52717665185185- 99.6058932148148- 99.43821724444444- 99.83005884444444- 98.14036888888889- 99.7067048888889- 99.59666548148148- 99.56250939259259- 99.85816657777778- 98.50525647407407- 99.14217493333332- 99.70612562962961- 99.644792- 98.03385771851852- 99.20857765925926- 99.4429984- 99.65733771851852- 99.5597698962963- 99.5072426074074- 99.74204367407407- 99.5618187851852- 99.67605522962963- 99.60474044444443- 99.82742186666667- 99.36114038518517- 99.31749143703705- 99.56211122962964- 99.43774157037036- 99.92616601962688- 99.92370412308135- 99.7209944192818- 99.85088316438406- 99.85837085265466- 99.88361551457636- 99.8523421492505- 99.91033196736043- 99.82113865523564- 99.82927315863259- 99.8568390758115- 99.94492590495705- 99.94616876055933- 99.83803830116108- 99.93447643696753- 99.92246351414501- 99.86958643373235- 99.82496405334484- 99.85205390200942- 99.67227838887091- 99.90417475466408- 99.93256834357814- 99.87173536971136- 99.89149794205399- 99.87774812178726- 99.82034625615587- 99.71575676695784- 99.86996993960963- 99.9574627502786- 99.82153676444157- 99.91205201481002- 99.89845811316009- 99.73844786836335- 99.6293884125957- 99.8302491103203- 99.91870798734678- 99.75875143786621- 99.9585368812682- 99.78374604586793- 99.73933193141379- 99.7040361353751- 99.76119693375031- 99.90005908731443- 99.74116386282756- 99.90380472878248- 99.9246039127934- 99.83189951112548- 99.96108504978612- 99.89116318882778- 99.92394429167116- 99.96670957798626- 99.95951283295588- 99.90774875085373- 99.72541832919947- 99.88524614472124- 99.64158421402638- 99.56060785793882- 99.90663440454367- 99.77825204895935- 99.872678070743- 99.68602708580467- 99.88896842086343- 99.82553380782919- 99.89227753513785- 99.73475030554657- 99.85243021855567- 99.71815351019087- 99.89505576224883- 99.92965374384413- 99.87771958912973- 99.7156981289766- 99.8890818774938- 99.72623409360509- 99.9566499065387- 99.88997784787375- 99.810153132751- 99.89340041877853- 99.9035115388763- 99.69183965994465- 99.80760316690032],[]
MIST_AND_CLOUD,ROUND_ROBIN,100,14693.3057,2.1885,342.8602,0.0511,7000,5965,0,952,0,83,0,1733,1500,0,0,5267,4465,6948.704000000248,3674.821333333314,6948.704000000248,24975.34999999634,0.0,0.0,204.12125845381695,33.3548,5.829,0,34.3695,28.2201,0.2767,0.4997,0.4997,0,0,27.7204,0.2772,0,33.562,99.1647,-1.0,[99.72123051851852- 98.72207757037036- 99.71992497777778- 99.8056768- 99.95978453333333- 99.88471454814815- 99.81481303703704- 98.36817173333333- 99.2168786962963- 95.15772077037039- 99.86335365925926- 99.92706714074075- 99.3469954962963- 97.9413877925926- 99.7973496888889- 99.86641813333333- 98.36127401481482- 99.68025137777778- 99.48170500740741- 82.07817392592585- 99.20272989629629- 99.63881096296296- 98.53521611851852- 99.92948557037037- 99.9637485037037- 99.51437262222221- 99.33145842962962- 98.72161724444443- 99.75927691851852- 98.43778311111112- 99.9987924170531- 99.87762365649377- 99.9675637603796- 99.80085440705993- 99.97281174736689- 99.95149268485568- 99.97657289083001- 99.87904804270462- 99.97824867896041- 99.97415772493619- 99.97458571479923- 99.98236928897515- 99.91336833638881- 99.9759069790431- 99.95711204572414- 99.96219984542938- 99.97608985765125- 99.78353148926992- 99.82323097523275- 99.75833131133399],[]
MIST_AND_CLOUD,ROUND_ROBIN,200,31436.6216,2.4535,357.8106,0.0279,14000,11319,0,2413,0,268,0,1825,1546,0,0,12175,9773,10787.868000001963,5414.317333333327,10787.868000001963,51961.400000009235,0.0,0.0,242.0116849399125,38.0422,4.4076,0,38.6395,31.2711,0.1548,0.357,0.357,0,0,30.9141,0.1546,0,33.5729,99.2661,-1.0,[99.09315638518518- 98.17079685925926- 99.69572948148148- 99.49430216296295- 98.34898394074075- 99.26715081481483- 99.87319034074073- 99.32884557037038- 99.8762343111111- 99.83117392592592- 99.63811454814815- 99.64899383703704- 99.78009374814815- 99.4793092148148- 98.14788894814814- 99.90888077037037- 99.1724068148148- 98.21279217777777- 99.77408960000001- 97.75257179259258- 92.99462210370375- 94.66033048888895- 99.15618832592591- 99.87132503703705- 98.67523241481481- 99.70757072592592- 99.77853167407407- 99.12939780740741- 96.4766359703704- 99.9195986962963- 99.87071786666667- 97.85147869629628- 99.70869576296296- 98.28735685925926- 99.83220794074073- 98.24711514074075- 99.83999638518519- 99.81513748148149- 99.75134654814815- 97.81840408888888- 99.91719051851851- 99.83042571851853- 91.66174880000001- 99.95059496296297- 99.82728059259259- 99.43442666666665- 97.10917985185183- 99.95955917037037- 99.73066494814815- 99.68568171851852- 98.20446838518518- 99.83910459259258- 99.90351508148149- 99.81146791111111- 99.77271940740741- 96.9638245925926- 95.55310583703708- 99.64075905185186- 99.71590625185185- 99.41760717037037- 99.91502390452568- 99.9204352241274- 99.95382023077752- 99.96432788741508- 99.81068289658147- 99.9737234444085- 99.86277184657969- 99.85031048923398- 99.9223736475071- 99.85834973399474- 99.72204114094684- 99.97121504187785- 99.86954397174593- 99.9564818559258- 99.92009710090225- 99.94943339084799- 99.7875824526403- 99.86705893454113- 99.84078035695028- 99.97050532010496- 99.77755221251662- 99.95222150328912- 99.96973561235127- 99.74714381358065- 99.91353661166829- 99.92548483051152- 99.73297499011466- 99.8428908749416- 99.92191083432185- 99.93411225241742- 99.94922512491463- 99.83304913009096- 99.97194453431108- 99.7253050972357- 99.93535218735397- 99.93713514145007- 99.48219022969911- 99.68758492397282- 99.69364890003236- 99.97173267371221],[]
MIST_AND_CLOUD,ROUND_ROBIN,300,46910.982,2.479,343.3603,0.0181,21000,16709,0,3798,0,493,0,1770,1488,0,0,19230,15221,17413.63066667106,8518.197333333334,17413.63066667106,81874.70000003546,0.0,0.0,253.71101781029358,41.3846,4.4127,0,41.8199,40.9273,0.1355,0.3612,0.3612,0,0,40.5661,0.1352,0,33.5531,99.1739,-1.0,[98.0777016888889- 99.70607122962963- 99.75915519999998- 99.5983684148148- 99.76580592592592- 99.7587469037037- 96.78648278518519- 98.09425943703704- 99.67890382222221- 99.37838565925927- 99.80237623703704- 98.35618595555556- 99.58159792592592- 99.69359940740739- 98.76184237037036- 99.85046654814815- 99.71288302222223- 91.19951034074077- 99.64071561481482- 99.82491164444444- 99.51379757037036- 97.95139478518519- 99.49330447407408- 99.71396071111111- 98.0063632- 99.76600782222222- 99.85289765925926- 99.70216788148149- 98.92922962962963- 96.09251217777779- 99.68731045925927- 99.58152503703703- 90.14535217777781- 99.74571934814813- 99.63914477037036- 98.30281493333334- 99.5584173037037- 99.11988219259258- 97.65983194074073- 99.76924657777778- 99.86252977777777- 99.57872468148149- 90.89806074074076- 99.49350032592591- 99.66374939259259- 99.63713712592592- 99.75592882962962- 99.79684924444445- 99.74857214814814- 99.49237493333334- 97.58943028148147- 99.78479928888889- 99.81792053333334- 99.77300983703704- 99.47686565925926- 99.79663389629629- 97.14085955555555- 99.67052823703703- 99.55739093333334- 99.00058939259259- 99.57120515555556- 98.5246106074074- 99.38464100740741- 98.07712154074073- 99.87776734814815- 99.76141582222222- 99.56442696296295- 99.4800448- 99.70206488888888- 99.6760917925926- 99.64476758518518- 99.6737597037037- 96.83683045925926- 96.52884000000002- 99.57466773333333- 99.76383437037038- 99.49138157037036- 99.78282281481482- 99.49379792592593- 97.38001973333333- 98.16209967407407- 99.49627662222223- 93.39163235555559- 99.56997487407406- 96.96087958518518- 98.90989671111112- 95.29930500740743- 99.63390595555555- 98.11032284444443- 94.77008823703706- 99.73411899241526- 99.76651479204861- 99.78107139005716- 99.93802931449729- 99.93503068945685- 99.75950137495956- 99.94863043243826- 99.92306472195263- 99.91268355260793- 99.80435538660628- 99.97511884862864- 99.75368880081957- 99.76741772709299- 99.93528501204213- 99.59649430245516- 99.91151461231533- 99.88427513569863- 99.48219022969911- 99.62757962184118- 99.788033358496- 99.90233922858476- 99.8363950896869- 99.96856824472482- 99.8749265340235- 99.81410748948561- 99.93410214242064- 99.93330120601027- 99.75481303245984- 99.82359268845035- 99.77654121284014- 99.96419129012547- 99.95911809374887- 99.91662105934793- 99.95713293971747- 99.75599545274811- 99.87751132319637- 99.7350801161077- 99.94363564470325- 99.69949966749344- 99.95373687947087- 99.92695864337323- 99.63083234480031- 99.82356370645961- 99.9435305007369- 99.87744976454941- 99.87532284589669- 99.9002707232467- 99.97051520543515- 99.84560372407348- 99.97130827851468- 99.94749137280276- 99.81696322657177- 99.91097159315575- 99.91089835184586- 99.84483895898487- 99.84782006003093- 99.8684493960962- 99.96960777705884- 99.8302740483123- 99.8773035065962],[]
MIST_AND_CLOUD,ROUND_ROBIN,400,67223.3853,2.6584,352.0906,0.0139,28000,22359,0,5025,0,616,0,1769,1487,0,0,26231,20872,26935.773333341964,13745.937333333304,26935.773333341964,113631.20000006516,0.0,0.0,260.3773386656248,42.0092,5.0228,0,42.3384,53.2919,0.1326,0.4228,0.4228,0,0,52.8692,0.1322,0,33.6134,99.4874,-1.0,[97.10369303703703- 99.73492397037036- 99.68853327407408- 99.72109297777779- 99.69024106666666- 97.81678192592592- 99.5240565925926- 99.49369125925926- 98.34467543703704- 99.33582773333332- 99.66842417777777- 99.61180794074073- 99.68295478518519- 99.84243762962964- 95.4706750814815- 99.4607245037037- 99.60049463703704- 98.32421232592593- 97.87950115555554- 99.74998263703704- 99.72630477037038- 99.72405108148148- 99.75482334814815- 99.80468906666667- 99.31834186666667- 99.58898044444443- 99.70062423703705- 99.83867028148148- 99.4861031111111- 99.46494459259259- 98.14817795555555- 99.63119745185185- 99.92678245925927- 99.7872260148148- 99.8121632- 97.73499786666666- 99.62203946666668- 96.21039063703705- 99.46737244444444- 99.78228088888888- 99.41906761481482- 99.74734103703705- 99.72505268148149- 99.69681617777779- 99.55761931851852- 99.73253173333335- 99.72227205925925- 99.63240266666666- 99.73674032592594- 99.54701114074074- 99.85708651851853- 99.37771774814814- 99.74163122962963- 99.6390264888889- 99.02795762962963- 99.5238055111111- 99.62861949629628- 99.71198103703703- 99.65302269629629- 99.52569576296297- 97.15356693333332- 99.26739905185187- 99.59415134814815- 99.58869777777778- 99.91421854814814- 99.54189854814814- 98.09223478518517- 98.89914293333334- 99.92502690370371- 99.42131561481482- 98.11564675555555- 99.49185274074074- 99.68267905185186- 99.36787365925926- 99.56390524444446- 98.33930293333333- 99.76557653333333- 99.75825108148149- 99.60058909629629- 99.54317143703705- 99.80409451851853- 99.70891383703703- 99.80743229629628- 96.7564274962963- 99.66938518518519- 99.64948663703704- 96.99143863703702- 99.5429341037037- 99.68673351111111- 99.73001451851852- 99.8170365037037- 99.4161250962963- 98.0648197925926- 99.4552978962963- 96.51864669629629- 99.67537285925926- 99.78478625185186- 99.86985783703705- 99.69540977777777- 98.45725457777776- 99.65808047407407- 99.72174008888888- 99.4466128- 99.07100586666667- 99.87255122962964- 99.88548746666667- 99.75212557037037- 99.54650204444445- 97.84294962962963- 99.70353653333333- 99.53185297777777- 96.91522174814816- 99.26134346666667- 99.51651176296296- 99.81288788148147- 99.30862678518518- 99.73399294814816- 99.65315626666666- 95.3147602962963- 99.68806708148148- 99.77663624680973- 99.87617231029154- 99.96905622056866- 99.95639850461914- 99.95489436176713- 99.79438400913044- 99.92591776303965- 99.76636336676374- 99.89586703332256- 99.89812201193429- 99.8828577141522- 99.788033358496- 99.82858028685432- 99.71834492612963- 99.91663611200977- 99.96289406520722- 99.97050037743989- 99.91264535928683- 99.84721593155757- 99.86377093892665- 99.83356181926021- 99.81891198461483- 99.89574706136094- 99.81598233221898- 99.94661360041698- 99.92012675689277- 99.93960332866027- 99.77897794672705- 99.933451058629- 99.71123153240592- 99.89464125238146- 99.91170265825514- 99.79903573097523- 99.93518795607318- 99.94935992487149- 99.74226338114238- 99.90607992738776- 99.85857777058844- 99.94039595240663- 99.81376240159604- 99.95263601315648- 99.86845591142745- 99.64136179409756- 99.75053425716237- 99.88419672705703- 99.91159953628814- 99.90435269060714- 99.82872025414284- 99.81672350731515- 99.9700957529027- 99.84133303677343- 99.87061113807111- 99.82031098350048- 99.83728769006792- 99.90036373521694- 99.85438234659766- 99.82497955533987- 99.85568653618031- 99.71034544735612- 99.90564362486072- 99.84048873971028- 99.81298280851217- 99.79618628455373- 99.86807622488227- 99.88987944390526- 99.77922440598151- 99.94763268809088- 99.95902485711204- 99.89425482583844- 99.84389468528703- 99.92641247888133- 99.82656839749811- 99.83508079010748- 99.97314672525971- 99.71099001581653- 99.9522179086236- 99.84658956109135- 99.95457803120169- 99.75200335202558- 99.82660164815414],[]
EDGE_AND_CLOUD,ROUND_ROBIN,100,2403.7019,0.3665,1482.7342,0.2261,7000,5925,0,1075,0,0,0,5600,4728,1400,1197,0,0,22196.084000000094,12058.9746666667,22196.084000000094,30637.649999995276,0.0,0.0,18.789936938898485,0.6465,16.8256,23.2585,0,82.197,0.8059,1.4131,1.4131,0.3993,0.3993,80.3846,0.8038,0,32.9836,96.0193,-1.0,[99.86814814814814- 73.57037037037023- 99.8688- 73.57037037037023- 96.2014814814815- 99.86820740740741- 99.8679111111111- 73.57037037037023- 99.86868148148147- 99.86797037037037- 99.86820740740741- 73.57037037037023- 99.86885925925927- 99.86785185185185- 99.86850370370371- 99.86797037037037- 99.86814814814814- 99.86808888888889- 99.86826666666667- 96.2014814814815- 99.86814814814814- 99.86808888888889- 96.2014814814815- 99.86832592592593- 73.57037037037023- 73.57037037037023- 99.86844444444444- 73.57037037037023- 99.86844444444444- 99.86885925925927- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
EDGE_AND_CLOUD,ROUND_ROBIN,200,4713.6156,0.3587,5692.397,0.4332,14000,11700,0,2300,0,0,0,11200,9332,2800,2368,0,0,95382.95200000568,52194.81600000143,95382.95200000568,61260.45000001502,0.0,0.0,8.841509073410501,0.5994,35.4114,37.7159,0,164.3906,0.8138,3.0058,3.0058,0.6189,0.6189,160.7659,0.8038,0,32.9986,96.099,-1.0,[96.20325925925927- 99.86808888888889- 96.20314074074075- 73.57037037037021- 73.57037037037021- 99.86802962962963- 99.86785185185185- 96.20231111111111- 73.57037037037023- 73.57037037037023- 73.57037037037023- 99.86802962962963- 99.86785185185185- 96.20266666666666- 73.57037037037021- 99.86797037037037- 99.86797037037037- 73.57037037037023- 96.20231111111111- 99.86785185185185- 99.86785185185185- 99.86797037037037- 96.20314074074075- 99.86814814814814- 99.86802962962963- 99.8679111111111- 99.86797037037037- 99.86797037037037- 99.86808888888889- 99.86802962962963- 73.57037037037023- 99.86832592592593- 99.86832592592593- 73.57037037037023- 96.20242962962962- 73.57037037037021- 99.86802962962963- 99.86808888888889- 99.86868148148147- 99.86814814814814- 99.86826666666667- 99.86797037037037- 99.86826666666667- 99.86797037037037- 99.8679111111111- 99.8679111111111- 99.86820740740741- 73.57037037037023- 99.8679111111111- 99.86820740740741- 73.57037037037021- 99.86814814814814- 99.86826666666667- 96.20361481481483- 96.20314074074075- 96.20219259259261- 96.20361481481483- 99.86856296296297- 99.86820740740741- 73.57037037037023- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
EDGE_AND_CLOUD,ROUND_ROBIN,300,7184.7771,0.3616,12817.2498,0.6451,21000,17209,0,3791,0,0,0,16800,13627,4200,3582,0,0,209917.26800000935,114011.06533333099,209917.26800000935,91912.7000000445,0.0,0.0,5.864740078278257,0.6357,51.6136,64.0909,0,246.5908,0.8165,4.3565,4.3565,1.0806,1.0806,241.1537,0.8038,0,32.9844,96.0235,-1.0,[99.86850370370371- 99.86808888888889- 99.86844444444444- 99.86832592592593- 73.57037037037021- 99.86820740740741- 73.57037037037023- 99.86802962962963- 99.86838518518518- 96.20195555555557- 99.86832592592593- 99.86802962962963- 96.20207407407408- 96.20195555555557- 73.57037037037021- 99.86808888888889- 99.86814814814814- 73.57037037037021- 96.20183703703704- 96.20266666666666- 96.20254814814817- 73.57037037037021- 96.20195555555557- 73.57037037037021- 96.20207407407408- 99.86802962962963- 99.86808888888889- 99.86838518518518- 99.86785185185185- 73.57037037037023- 99.86814814814814- 99.86820740740741- 99.86820740740741- 73.57037037037021- 73.57037037037023- 99.86838518518518- 99.86832592592593- 99.86838518518518- 73.57037037037023- 96.20231111111111- 99.86832592592593- 96.20219259259261- 99.86808888888889- 99.86826666666667- 99.86820740740741- 96.20171851851853- 99.86856296296297- 99.86820740740741- 99.86832592592593- 73.57037037037021- 99.86808888888889- 73.57037037037023- 99.86802962962963- 99.86808888888889- 99.86820740740741- 99.86820740740741- 99.86832592592593- 99.86850370370371- 99.86826666666667- 99.86832592592593- 99.86797037037037- 73.57037037037023- 73.57037037037023- 99.86820740740741- 99.86808888888889- 99.86814814814814- 99.86820740740741- 73.57037037037023- 99.86820740740741- 99.86820740740741- 99.86850370370371- 99.86832592592593- 96.20195555555557- 73.57037037037021- 96.20195555555557- 99.86838518518518- 73.57037037037023- 99.86838518518518- 99.86797037037037- 96.20171851851853- 96.20242962962962- 73.57037037037023- 99.86802962962963- 99.86797037037037- 96.20183703703704- 99.86808888888889- 99.86808888888889- 73.57037037037021- 73.57037037037023- 99.86802962962963- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
EDGE_AND_CLOUD,ROUND_ROBIN,400,9378.0764,0.3858,27832.9561,1.1451,28000,20523,0,7477,0,0,0,22400,15758,5600,4765,0,0,351831.91333333426,190021.6386666675,351831.91333333426,122416.80000007134,0.0,0.0,4.464611335108017,0.6608,67.4074,92.5085,0,328.7581,0.8178,5.6641,5.6641,1.5854,1.5854,321.5086,0.8038,0,33.0095,96.1574,-1.0,[73.57037037037021- 99.86856296296297- 99.86832592592593- 99.86980740740741- 99.86850370370371- 99.86856296296297- 73.57037037037023- 99.86814814814814- 73.57037037037021- 73.57037037037023- 96.20266666666666- 99.86838518518518- 99.8688- 99.86814814814814- 96.20314074074075- 99.86856296296297- 99.86826666666667- 99.86850370370371- 99.86844444444444- 99.8688- 99.86903703703705- 99.8688- 99.86856296296297- 73.57037037037021- 99.86856296296297- 96.20373333333333- 96.2027851851852- 73.57037037037021- 99.86862222222221- 99.86820740740741- 96.20385185185185- 73.57037037037021- 99.86826666666667- 99.86909629629629- 99.86903703703705- 99.86874074074075- 73.57037037037023- 96.20325925925927- 99.86862222222221- 99.86897777777779- 99.86933333333333- 99.86862222222221- 73.57037037037021- 99.86903703703705- 96.20302222222223- 99.8688- 73.57037037037021- 96.20254814814817- 96.20373333333336- 99.86844444444444- 99.86909629629629- 99.86850370370371- 99.86868148148147- 99.86820740740741- 99.86826666666667- 99.86814814814814- 96.2034962962963- 99.86868148148147- 99.86891851851851- 99.86897777777779- 99.86832592592593- 99.86862222222221- 73.57037037037023- 96.20444444444445- 96.2027851851852- 99.86891851851851- 96.20254814814817- 73.57037037037021- 99.86850370370371- 96.20231111111111- 99.86868148148147- 96.20456296296295- 99.86838518518518- 73.57037037037023- 99.86808888888889- 99.86826666666667- 96.20242962962965- 73.57037037037021- 99.86897777777779- 73.57037037037023- 99.86850370370371- 99.86945185185185- 73.57037037037021- 99.8688- 96.20373333333333- 73.57037037037023- 73.57037037037023- 99.86891851851851- 99.86850370370371- 99.86939259259259- 96.20325925925927- 99.86891851851851- 99.86951111111112- 99.86897777777779- 96.20420740740741- 73.57037037037023- 99.86868148148147- 73.57037037037023- 99.86909629629629- 99.86850370370371- 96.20432592592594- 73.57037037037023- 96.2027851851852- 99.86832592592593- 99.86951111111112- 99.8688- 96.20361481481483- 96.20397037037037- 73.57037037037023- 96.20242962962965- 99.86844444444444- 99.86868148148147- 99.86921481481481- 73.57037037037021- 96.20266666666666- 96.20479999999999- 73.57037037037023- 73.57037037037021- 99.8688- 99.86897777777779- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
