Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
MIST_ONLY,ROUND_ROBIN,80,11103.4651,2.4829,2.04,0.0005,5600,3537,1270,714,0,79,0,0,0,0,0,4965,4172,508.525333333293,0.0,508.525333333293,16647.349999998798,0.0,0.0,286.1696468154278,30.3028,0,0,31.5654,5.4902,0.067,0,0,0,0,5.4902,0.0686,0,33.6511,99.688,-1.0,[99.77562797037037- 99.83997250370369- 99.66132159999998- 99.14697285925926- 99.16742512592592- 99.26718755555555- 98.44743194074074- 99.9040861037037- 99.68109611851852- 98.72893333333333- 99.79680118518519- 99.87890921481481- 99.75976065185185- 99.87901303703704- 99.85732776296295- 99.9007197037037- 99.85962014814814- 99.85678779259258- 99.19009813333334- 99.91874494814816- 99.79360201481482- 99.82426571851852- 98.74234382222224- 99.81393238518518- 99.73919084079228- 99.9755969391423- 99.93805627448866- 99.51680663395521- 99.55381438944607- 99.99197490923471- 99.91877066932672- 99.98077617815163- 99.83547844998023- 99.94667852906288- 99.75888983248858- 99.94939452352709- 99.93653910097414- 99.9961357345699- 99.9963673658291- 99.79203332254934],[]
MIST_ONLY,ROUND_ROBIN,100,16116.9464,2.692,42.8504,0.0072,7000,4817,1102,958,0,123,0,0,0,0,0,6449,5368,600.2799999999869,0.0,600.2799999999869,18122.599999997976,0.0,0.0,278.13095490154564,32.3677,0,0,33.4466,6.0969,0.0598,0,0,0,0,6.0969,0.061,0,33.6598,99.6788,-1.0,[99.8421258074074- 99.8461486814815- 99.23410168888888- 98.68999887407406- 99.10173937777778- 99.95452823703704- 99.95522234074075- 99.65875176296295- 99.7882992- 99.84332539259259- 99.55134637037037- 99.21719982222223- 98.83883383703704- 99.90033457777777- 99.88115733333332- 98.6291842962963- 98.84400053333333- 98.5632151111111- 99.78928912592592- 99.94743697777778- 99.76937374814815- 99.85652865185185- 99.60757967407406- 99.29699354074074- 99.8757536- 99.28094168888889- 99.0532672- 99.91248503703704- 99.83186690370371- 99.71345463703703- 99.93577950321723- 99.97222559222115- 99.88805088249038- 99.99654889643767- 99.96594616089723- 99.9519393220461- 99.9908223696035- 99.98931890075129- 99.98598215248572- 99.90060704913907- 99.95509206837053- 99.97065719472303- 99.90076004709013- 99.62400989431683- 99.95596355009165- 99.97367469175744- 99.82528442790897- 99.96014976275208- 99.99775647938459- 99.9233841978504],[]
MIST_AND_CLOUD,ROUND_ROBIN,40,3317.7376,1.196,264.8,0.0955,2800,2480,0,302,0,18,0,1326,1128,0,0,1474,1352,1206.4066666666777,651.0346666666659,1206.4066666666777,8810.400000000263,0.0,0.0,135.51418988231367,17.6201,3.1287,0,18.9581,12.5992,0.3,0.2411,0.2411,0,0,12.3581,0.309,0,33.5986,99.4073,-1.0,[99.89663223703704- 99.93616568888889- 99.95025208888889- 98.36509724444444- 99.9247469037037- 99.95133534814815- 99.8382072888889- 99.72123964444444- 99.81778429629631- 94.08317842962964- 99.93438245925927- 97.80946654814815- 99.69727524353858- 99.99587444732016- 99.99757494877602- 99.71799399690859- 100.0- 99.58891674754663- 100.0- 99.9192530285057],[]
MIST_AND_CLOUD,ROUND_ROBIN,60,8418.7679,2.2331,271.4801,0.072,4200,3450,0,704,0,46,0,1512,1205,0,0,2688,2245,2214.528000000031,1180.1693333333312,2214.528000000031,13257.999999999265,0.0,0.0,171.51150086098605,28.8522,3.6756,0,30.353,16.2181,0.2616,0.2923,0.2923,0,0,15.9258,0.2654,0,33.6073,99.4068,-1.0,[96.50756343703702- 97.49857362962962- 99.95787146666667- 99.87026417777778- 99.75055087407407- 99.93869451851852- 97.91312302222222- 99.48932645925927- 99.95218263703704- 98.42530945185185- 97.21030121481482- 98.57269872592593- 98.50518411851851- 99.87354554074074- 99.9570434962963- 99.78326708148148- 99.97323022222223- 99.93914423703704- 99.9408228189367- 99.89642016247888- 99.97849513821488- 99.82904017937382- 99.99804809662461- 99.99394231460514- 99.85545580358747- 99.99661876774867- 99.64406206190014- 99.97753895718752- 99.99708697293217- 99.97753895718752],[]
MIST_AND_CLOUD,ROUND_ROBIN,80,8116.0188,1.5608,349.7606,0.0673,5600,4744,0,796,0,60,0,1779,1525,0,0,3821,3219,5584.274666666654,2967.107999999998,5584.274666666654,20881.39999999801,0.0,0.0,181.09822387061337,24.9608,6.3273,0,25.869,28.8427,0.3517,0.549,0.549,0,0,28.2937,0.3537,0,33.6233,99.5256,-1.0,[99.62865908148149- 99.95467620740742- 99.8599069037037- 99.76032527407406- 99.90685185185185- 99.94690862222222- 99.6248600888889- 98.24458506666666- 98.25184397037037- 92.80626121481485- 98.84344077037036- 99.82863881481481- 99.91072728888889- 99.95014986666666- 99.6063893925926- 99.93022234074074- 99.8519143111111- 98.13578038518517- 99.81209434074073- 99.68680734814815- 99.9534962962963- 99.82872177777779- 99.67192722962962- 99.92268586666668- 99.97826350695567- 99.96610859484524- 99.99975848341063- 99.86367815162299- 99.84305578022214- 99.69437704446602- 99.96968618570043- 99.92508402530645- 99.97415772493619- 99.84960368812682- 99.8025526618498- 99.9573032369963- 99.90654161724001- 99.8249611326791- 99.7019599913728- 99.84827882921745],[]
MIST_AND_CLOUD,ROUND_ROBIN,100,15392.0184,2.3149,326.3601,0.0491,7000,5888,0,1022,0,90,0,1669,1431,0,0,5331,4457,5293.498666666639,2730.3319999999994,5293.498666666639,23854.149999996753,0.0,0.0,206.6607676632784,35.2916,4.6422,0,36.3906,23.6236,0.2316,0.3897,0.3897,0,0,23.2339,0.2323,0,33.5297,99.0057,-1.0,[95.64309457777782- 97.80612681481482- 98.67434251851853- 99.69499662222222- 98.79940171851852- 99.5681960888889- 99.79195034074073- 99.87123863703704- 99.88925967407408- 99.79672373333334- 99.91716420740741- 91.90973440000002- 99.53918500740741- 99.88714962962963- 99.6552413037037- 98.83961955555556- 98.9902032- 99.42394109629629- 90.5862472888889- 99.90117155555555- 99.70617357037037- 99.75688408888888- 99.93370962962965- 98.65549623703703- 98.31447247407407- 89.03917303703706- 99.79998299259259- 99.79694186666666- 99.77609570370372- 99.18026773333332- 99.97439429886049- 99.98043715626012- 99.62201844962077- 100.0- 99.99854101513354- 99.83359799058196- 99.95323901829686- 99.95129205758654- 99.74769469607104- 99.95138529422339- 99.9304850102448- 99.93193703044682- 99.93569660124375- 99.93159576188937- 99.80787299148064- 99.90432168661705- 99.80081958373773- 99.92462570545311- 99.97317683058341- 99.98900751285093],[]
EDGE_AND_CLOUD,ROUND_ROBIN,40,878.2534,0.3236,447.9107,0.165,2800,2310,0,490,0,0,0,2240,1845,560,465,0,0,3200.117333333277,1759.311999999992,3200.117333333277,10975.699999999777,0.0,0.0,51.11575843503485,0.5411,6.2841,7.7841,0,29.4329,0.7008,0.5204,0.5204,0.1286,0.1286,28.7839,0.7196,0,33.1533,96.9243,-1.0,[99.86785185185185- 96.2014814814815- 73.57037037037023- 99.8679111111111- 99.86785185185185- 99.86797037037037- 99.86808888888889- 96.2014814814815- 73.57037037037023- 99.86785185185185- 99.86785185185185- 99.8679111111111- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
EDGE_AND_CLOUD,ROUND_ROBIN,60,1359.115,0.3527,702.2443,0.1822,4200,3616,0,584,0,0,0,3360,2904,840,712,0,0,7680.401333333403,4206.627999999997,7680.401333333403,17518.699999998495,0.0,0.0,34.27368278262153,0.5917,9.8614,12.625,0,47.0185,0.7584,0.8246,0.8246,0.2121,0.2121,45.9817,0.7664,0,33.2949,97.6793,-1.0,[99.86874074074075- 73.57037037037023- 99.86962962962963- 99.86927407407408- 99.86903703703705- 99.86921481481481- 99.86820740740741- 73.57037037037021- 99.86862222222221- 99.86951111111112- 99.86921481481481- 99.86921481481481- 96.20254814814817- 96.20195555555557- 99.86844444444444- 99.86850370370371- 96.20373333333333- 96.20302222222223- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
EDGE_AND_CLOUD,ROUND_ROBIN,80,1900.3771,0.3433,1122.2518,0.2028,5600,4800,0,800,0,0,0,4480,3832,1120,968,0,0,14533.574666666787,7936.119999999934,14533.574666666787,24094.949999996712,0.0,0.0,23.555999480430263,0.6129,13.504,17.1392,0,64.6114,0.7879,1.1354,1.1354,0.2892,0.2892,63.1869,0.7898,0,33.2594,97.4902,-1.0,[99.86785185185185- 73.57037037037021- 99.86785185185185- 99.86785185185185- 73.57037037037021- 73.57037037037023- 99.86785185185185- 99.86785185185185- 99.86785185185185- 99.86785185185185- 99.86785185185185- 99.8679111111111- 96.2027851851852- 96.20242962962962- 99.86785185185185- 99.86785185185185- 96.2016- 96.2014814814815- 99.86785185185185- 99.8679111111111- 99.86785185185185- 96.20254814814817- 99.86785185185185- 99.86785185185185- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
EDGE_AND_CLOUD,ROUND_ROBIN,100,2398.891,0.366,1490.7132,0.2274,7000,5939,0,1061,0,0,0,5600,4745,1400,1194,0,0,22400.01466666654,12185.472000000074,22400.01466666654,30637.54999999527,0.0,0.0,18.434697241928614,0.6379,16.9591,22.5909,0,82.1969,0.8059,1.4271,1.4271,0.3853,0.3853,80.3846,0.8038,0,33.1258,96.7779,-1.0,[99.86820740740741- 73.57037037037023- 99.86785185185185- 99.86808888888889- 96.2014814814815- 99.8679111111111- 99.86820740740741- 99.86921481481481- 73.57037037037021- 99.86850370370371- 99.86820740740741- 99.86814814814814- 96.2014814814815- 99.86785185185185- 73.57037037037023- 99.86915555555555- 96.2016- 73.57037037037021- 73.57037037037023- 99.86832592592593- 96.2014814814815- 96.2016- 99.86850370370371- 96.2014814814815- 99.86868148148147- 99.86826666666667- 99.86797037037037- 99.8679111111111- 96.2016- 99.86915555555555- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0- 100.0],[]
ALL,ROUND_ROBIN,40,4119.3997,1.5018,251.8,0.0918,2800,2429,0,359,0,12,0,1261,1081,312,273,1227,1075,1066.5640000000105,579.2599999999999,1066.5640000000105,6849.550000000395,0.0,0.0,133.347168915328,20.2546,2.7812,3.7159,21.6717,13.3526,0.3179,0.214,0.214,0.0588,0.0588,13.0797,0.327,0,33.4285,98.4327,-1.0,[98.80634103703704- 99.90528302222224- 89.34565007407411- 99.93948539259259- 99.67955845925927- 99.90518222222222- 99.95407502222221- 87.76541765925928- 99.90255922962963- 94.23083318518519- 99.94018038518519- 99.68684776296296- 100.0- 99.98140322261763- 100.0- 99.81451121535642- 99.98116170602825- 99.81451121535642- 100.0- 100.0],[]
ALL,ROUND_ROBIN,60,7028.4154,1.8732,269.8801,0.0719,4200,3433,0,730,0,37,0,1431,1161,356,276,2413,1996,2304.836000000005,1163.6586666666647,2304.836000000005,13804.79999999926,0.0,0.0,169.7720035758948,25.9978,3.6659,5.2812,27.1936,19.9788,0.3222,0.2959,0.2959,0.0886,0.0886,19.5943,0.3266,0,33.607,99.3968,-1.0,[99.86376995555555- 97.16314245925925- 99.74588408888889- 99.84806761481481- 99.64963703703702- 99.86242714074075- 99.63883614814814- 99.45746139259258- 99.92696509629629- 99.77255330370369- 95.04283834074074- 98.00342186666666- 99.64724521481482- 98.2008066962963- 99.87628527407408- 99.67125854814815- 99.73508551111111- 97.59026577777776- 99.97850502354505- 99.911511466983- 99.98405990510084- 99.90136777022897- 99.78865703296309- 99.74677738236457- 99.97655806283475- 99.99637725115929- 100.0- 99.98719962076278- 99.97578273841619- 99.96087296452065],[]
ALL,ROUND_ROBIN,80,9005.2046,1.7288,307.6802,0.0591,5600,4791,0,738,0,71,0,1597,1370,396,340,3607,3081,5283.102666666679,2736.7959999999866,5283.102666666679,21589.449999997803,0.0,0.0,185.05045967067366,24.7912,5.6852,8.2159,25.5345,32.626,0.3979,0.4945,0.4945,0.1467,0.1467,31.9848,0.3998,0,33.5893,99.2976,-1.0,[99.85563472592592- 98.95258162962963- 99.84576912592593- 99.9695392- 96.74454613333334- 99.82155745185185- 99.87227680000001- 98.85877860740742- 99.94550767407407- 99.7461498074074- 99.95753191111112- 99.4559488- 97.62539911111111- 99.61182198518519- 99.66127893333334- 99.96005499259259- 99.96349214814815- 99.35538619259259- 99.91407988148148- 99.68021807407408- 99.87833404444444- 99.95105813333333- 99.67255585185184- 84.56911632592586- 99.69504295625292- 99.79862975843848- 99.99973871275027- 99.99251298572916- 99.94569269204501- 99.99081248427333- 99.98715019411195- 99.97753895718752- 99.97608985765125- 99.9512080322801- 99.95266701714655- 99.97826350695567- 99.97608985765125- 99.91626159279629- 99.96967697437005- 99.92794335705814],[]
ALL,ROUND_ROBIN,100,14704.7665,2.2159,313.8501,0.0473,7000,5896,0,1010,0,94,0,1555,1291,388,334,5057,4271,4892.203999999983,2453.6839999999943,4892.203999999983,26917.799999996354,0.0,0.0,209.88312766175585,29.9214,4.1306,6.0812,30.7486,26.6368,0.2611,0.3421,0.3421,0.1047,0.1047,26.1901,0.2619,0,33.6272,99.5337,-1.0,[99.91742571851852- 99.86472906666667- 99.66360189629629- 99.89177416296295- 99.88604491851852- 99.7532443851852- 97.19066044444443- 99.75228533333335- 99.89132788148149- 99.92499146666668- 99.96218198518518- 98.90263786666667- 99.41272705185185- 99.83689611851851- 98.94683336296298- 98.48333025185187- 99.19955751111111- 99.87824450370371- 99.67637013333334- 99.47428728888889- 95.71056189629628- 97.49367739259259- 99.73618068148149- 99.93047188148148- 99.76059703703703- 99.84257191111111- 98.04981872592593- 99.8675245037037- 99.22125611851851- 99.61186287407408- 99.81311783313562- 99.84614404723389- 99.78594665516373- 99.97618242028828- 99.88035021028793- 99.83111430137676- 99.97778047377692- 99.96530923110105- 99.9629774165139- 99.91292439519752- 99.97753895718752- 99.98477456953881- 99.71781111830045- 99.96751253639599- 99.97325029655991- 99.75949396096195- 99.78320864337323- 99.93401587044825- 99.94676974370034- 99.95605251806319],[]
